"Dx:
delusions in which a person has a false belief that others (including people on TV or radio) are talking about him or her. In a broader sense, the behavior of others refers to oneself, other persons, or objects that have special significance and meaning ",Ideas of Reference ,
"Dx:
the feeling of revelation in which a person experiences illumination associated with a sense of being chosen as a leader ",Noesis ,
"A 64-year-old man is undergoing chemotherapy and has occasional nausea and vomiting, which are treated with IV prochlorperazine. After several days of therapy, the patient complains that he feels very restless and agitated and he cannot stop moving his legs. What medication, if given during his initial regimen, might have best prevented this reaction? ","Lorazepam

(This patient has evidence of akathisia, the feeling of restlessness that sometimes occurs as a reaction to use of neuroleptic medications, such as prochlorperazine and haloperidol. Prevention of akathisia is most reliably maintained by use of a benzodiazepine medication, such as lorazepam given IV during administration of the neuroleptic drug. This is particularly important in a patient whose immune system and metabolic capacity may show signs of compromise) ",
"Dx:
mental retardation, short stature, continuous eyebrows, thin downturning lip, microcephaly, small and malformed hands, and hirsutism ",Cornelia de Lange syndrome ,
"A 41-year-old man with a long history of schizophrenia, paranoid type, has been on the inpatient unit for almost 2 weeks. This is his third admission in the past 6 months, and each time he seems to be less responsive to treatment. In the past, he has been on typical antipsychotics and then tried on different combinations, including some atypical ones, with limited success. His family is supportive and makes sure he takes his medication. Given his most recent poor response, what is the most appropriate next step in treatment? ","Clozapine

(An atypical agent that has been proven to be more effective than conventional antipsychotics in the treatment of patients with resistant schizophrenia. It exerts an antagonistic effect on D1 and D4 receptors, as well as on the alpha-adrenergic, histaminergic, serotonergic, and cholinergic systems. It is 30% effective in the treatment of patients with resistant schizophrenia in the first 6 weeks) ",
"A patient is talking to his psychiatrist about a conflict he has with his partner. They argue because the partner complains that the patient is inefficient and procrastinates doing things that are his responsibility. He never completes a task the way in which he was asked to do it, but in his own way and usually much later. What type of defense mechanism is this patient exhibiting? ","Passive-Aggressiveness 

(Aggression toward others is expressed indirectly, usually through procrastination, stubbornness, passivity, and forgetfulness. The manifestations usually affect others more than the person who is doing it) ",
"A 12-year-old boy is brought to his pediatrician due to failing grades in school. The boy failed last year and is repeating the sixth grade. His parents have suspected for several years that the boy may have low intelligence due to repeated difficulties in school. The family is referred to a psychologist for psychological testing, including an assessment of intelligence. What test would be most appropriate for evaluating the boy's intelligence and to assist with possible placement in special classes in his school? ","Stanford-Binet Test

(A comprehensive intelligence test that is used in psychiatry and education. Another widely used intelligence test is the Wechsler Adult Intelligence Scale. Such tests are routine intelligence tests in the assessment of borderline intellectual functioning, mental retardation, and specific learning disorders) ",
"A 54-year-old woman presents to her primary care physician for her routine yearly health maintenance examination. She denies any new problems. Her only significant medical history includes a 25-year history of schizophrenia, which has been well-controlled with antipsychotic agents, and a 5-year history of hypertension for which she takes a diuretic. Vital signs and physical examination are within normal limits. However, the patient is noted to have occasional irregular puckering and lip-smacking movements. She denies having noticed the abnormal movements, and her speech is normal.
Dx? ","Tardive dyskinesia

(The abnormal involuntary movements usually involve orofacial muscles but may include the trunk and extremities) ",
"Dx:
the patient often tends to emphasize disability related to memory loss, communicates a strong sense of distress, significant memory loss for both recent and remote events and there is little effort to perform even simple tasks ",Pseudodementia of Depression ,
"A 48-year-old obese woman with a history of psychotic depression is brought to the psychiatric emergency department following a suicide threat. She is difficult to interview because she feels tired and sleepy and states she is on a continuous positive airway pressure (CPAP) machine at home secondary to having obstructive sleep apnea. She reports that she has been on Prozac and other medications, which she got for ""the voices."" During the interview, the psychiatrist learns she has gained 20 pounds in the past several months. What medication most likely caused this significant weight gain? ","Olanzapine

(An atypical antipsychotic indicated for the management of psychotic disorders. In placebo-controlled, 6-week studies, 29% of olanzapine-treated patients gained greater than 7% of their baseline weight compared with 3% of placebo-treated patients. Among patients on long-term treatment with olanzapine 56% gained more than 7% of baseline weight) ",
"Throughout the session, the patient has a sense of depression and views herself as inadequate and disappointing to the therapist. The therapist makes the following comment, ""I notice that on a day without your make-up, you fear that I will find you inadequate, probably much like you perceived your father's disappointment if you didn't win the beauty contest. It seems difficult for you to feel accepted if you do not feel attractive. "" What psychotherapeutic technique best describes the therapist's comment? ","Transference Interpretation

(An interpretation involves making something conscious that was previously unconscious, such as the connection between the patient's sense of depression and her lack of make-up as well as the correlation between her relationship styles with her father and with her therapist. An interpretation is an explanatory statement that links a feeling, thought, behavior, or symptom to its unconscious meaning. In this case, the interpretation directly deals with the transference...the patient's feelings and behavior toward the therapist that are based on earlier wishes with important figures) ",
"Dx:
a persisting response to a prior stimulus even though a new stimulus has been presented. It can be verbal or motor, and is seen in cognitive disorders ",Perservation ,
"A 36-year-old woman comes to her gynecologist because of a three-month history of amenorrhea. Until this time, her menstrual periods had been regular. She also complains of decreased sex drive, worsening over the past couple of months. The patient denies any other symptoms. She has no significant medical history, although she started seeing a psychiatrist five months ago after a brief hospitalization during which she was diagnosed with major depressive disorder, severe, with psychotic features. Her depressive symptoms are resolving. What Atypical antipsychotic is most likely responsible for the patient's presenting complaints during her visit to her gynecologist? ","Risperidone

(The newer atypical antipsychotics have minimal, if any effect on plasma prolactin concentrations, except for risperidone, which is associated with elevated prolactin. Antipsychotic-induced hyperprolactinemia may cause side effects including amenorrhea and infertility, sexual dysfunction, galactorrhea, and weight gain) ",
What common childhood disorder is seen in 10-20% of kids with mental retardation? ,ADHD ,
"Dx:
A child w/ increased head circumference, facial coarsening, joint hyperextensibility, mental retardation and macro-orchidism

What is the most commonly assoc childhood psych illness? ","Dx: Fragile X syndrome

assoc w/:

ADHD (75%) ",
"Dx:

X-linked metabolism disorder assoc w/ mental retardation, microcephaly, gout, seizures and self-mutilation ","Lesch-Nyhan syndrome

(Purine metabolism causing excess Uric Acid due to deficiency in Hypoxanthine-GPT) ",
"Dx:
disorder in amino acid metabolism w/ mental retardation, seizures, hyperactivity, decreased pigmentation and a mousy body odor ","Phenylketonuria (PKU)

(deficiency in phenylalanine hydroxylase; low levels of Tyrosine) ",
"Dx:
child who is a compulsive over-eater, has hyperphagia, obesity and predisposed to Oppositional Defiant Disorder ","Prader-Willi

(chromosome 15) ",
"Which autosomal dominant disorder is characterized by adenoma sebaceum, brain lesions, seizures and mental retardation? ",Tuberous Sclerosis ,
"Dx:
cafe au lait spots, pigmented iris hamartoma, skeletal disorder, schwann cell tumor; 1/3 of these patients have MR ","Neurofibromatosis

(Von Recklinghausen Dz) ",
"Dx:
a 3-9yo child with a seizure disorder and language problem ","Landau-Keffler Syndrome

(Acquired Epileptic Aphasia) ",
"Dx:
child who is normal until the age of 2, then loses skills in language, behavior, bowel/bladder, play or motor ","Childhood Disintegrative Disorder

(skills begin to ""Disintegrate"") ",
"Definition:

Coprolalia

what Dx is it seen in? ","""Cursing""

Tourette's Disorder ",
what is the Tx for a mentally retarded girl with worsening behavior? ,Review Behavior Management Plan ,
when do you start treating a child with Enuresis? ,Age 5 ,
What is most likely to happen to the child who is a hyperactive kid (untreated)? ,Substance Abuse in future ,
First Tx for a stroke-induced dementia? ,Tx the Vascular problems first ,
"Aside from finding the underlying cause of Delirium, what medication is the first-line of Tx? ",Haloperidol ,
"if patient has alcohol withdrawal w/ hallucinations, what is the additional Tx (specific Rx)? ",Haloperidol ,
A 5yo child w/ cold-like Sx and hallucinations is being treated by mother w/ OTC medications. What is the cause of the Sx? ,Benadryl ,
A homeless alcoholic has oxalate crystals in his urine. What is cause? ,Ethylene Glycol ,
a woman is on corticosteroids for one month for her arthritis. What psych disorder can it lead to? ,Depression ,
Tx for Premenstrual Dysphoric Disorder ,SSRI ,
a patient with asthma and a substance abuse problem in his family is anxious about giving a speech. What is the best med? ,"Benzodiazepine

(normally propranolol, but not in an asthmatic) ",
Hyperthyroidism is associated with what psychiatric disorder? ,Panic Disorder ,
What type of cancer is assoc w/ Depression? ,Pancreatic CA ,
"Dx:
Dementia, visual hallucinations, delusions and parkinson-like features; cause is brain-related

Tx for the delusions/hallucinations? ","Dx: Lewy Body Disease

Tx for delusions:
Benzodiazepine
(not an antipsychotic b/c it will increase EPS) ",
DOC for Nightmares ,"Tranylcypromine

(MOAI b/c it works in REM) ",
DOC for Night Terrors ,"Benzodiazepine

(works in stage 4) ",
What genetic disorder is assoc w/ Schizotypal Personality disorder? ,Fragile X (females) ,
"After a cocaine binge and detoxification in a hospital thereby resolving his euphoria and paranoia, a patient begins to describe his history of cocaine use for the past 5 years. There were times of sobriety where he felt depressed, but they were infrequent in the constant use the past 5 years. What is the best Tx? ",Narcotics Anonymous ,
What is the most sensitive test in diagnosing delirium? ,"Electroencephalogram

(shows generalized slowing; if alcohol or sedative-induced it will show fast low-voltage activity; in hepatic encephalopathy it will show triphasic delta waves) ",
What NT is most likely involved in Delirium? ,"Acetylcholine

(why anticholinergics are most commonly a cause) ",
"A 16yo woman experienced a depressed mood with anergia, insomnia, and a decreased appetite w/ weight loss since her boyfriend left her 6 weeks ago. She also has decreased energy, suicidal ideation and hears voices that tell her she is ""no good."" She is well dressed and has good hygiene. She admits to having frequent thoughts of suicide in the past few days but would not act on them because it would be a ""sin.""
Dx?
Tx? (3 together) ","Dx: Major Depression w/ Psychotic features

Tx:
1. She should be Hospitalized
2. begin SSRI
3. begin Antipsychotic ",
"Psychotic depression is diagnosed in a 14yo boy and he is treated w/ risperidone and an SSRI. Three months later his Sx have resolved and he is no longer psychotic.
What is the next step? ","The Antipsychotic should be discontinued via a Tapering dose

(children w/ major depression and psychotic features respond to a combo antidepressant and atypical antipsychotic. The atypical antipsychotic should be continued for 3 months and then tapered off. The antidepressant should be continued for 6-9 months and then tapered off over 2-3 months at 33% per month) ",
what action is most appropriate in treating a patient with Conduct Disorder? ,"Patients should receive jail time in keeping in line w/ their behavior

(natural consequences is one of the most effective Tx) ",
"A 23yo medical student makes lists of all the tasks he must accomplish in a day, spends hours studying instead of time with classmates, attends every lecture and takes meticulous notes, not trusting others to do so. He and his girlfriend are both doing very well in medical school.
Dx? ","Obsessive-Compulsive Traits

(his social and occupational functioning are both good, which rules out OCPD) ",
"Defense mechanism:

A man comes home to find his wife in bed with another man. When relating the information to his friend, the man can tell of certain details of the scene but appears emotionally unmoved by the event. ",Isolation of Effect ,
"Defense mechanism:

A woman steals a coat and states ""it's okay--the store has plenty of money and they wont miss one coat."" ",Rationalization ,
"Defense mechanism:

a child avoids stepping on a crack in the sidewalk to avoid ""breaking your mother's back."" ",Undoing ,
"A 36yo man who survived a serious car accident 4 months ago complains of ""jitteriness"" when driving to work and is currently using public transportation due to anxiety. He ""spaces out"" at work and has difficulty concentrating at his job, which has caused his performance to slip. He has trouble sleeping at night and has lost 4 pounds because of a decreased appetite.
Dx? ","Major Depression

(commonly occurs w/ PTSD as a comorbid condition) ",
"Tx for Post-Traumatic Stress Disorder
(3 together) ","1. SSRI
2. Psychotherapy
3. Social Interventions ",
Tx for Alzheimer's Dementia ,"Acetylcholinesterase Inhibitor

(increasing ACh) ",
what type of behavioral therapy is useful in a patient w/ Dysthymia? ,"Cognitive-Behavioral Therapy

(shown to have better outcome then psychotherapy or supportive therapy) ",
"If a patient w/ dementia progresses to become agitated and aggressive, what class of med would help manage his behavior? ",Antipsychotic (high-potency) ,
"What are the steps to medical management in a patient with Depression?
(4 steps) ","1. start low dose SSRI
2. Increase SSRI dose 
(up to max dose for body size)
3. if still not working - try alternate SSRI
4. Change class (TCA or MOAI) ",
What type of amnesia is assoc w/ loss of memory for a few hours to a few days? ,Localized Amnesia ,
What type of amnesia covers a whole lifetime? ,Generalized Amnesia ,
What type of amnesia involves forgetting successive events as they occur despite being alert? ,Continuous Amnesia ,
Describe the DEA Control Levels I - V of drugs ,"I: Not for Rx (LSD)

II: No refills w/o examination

III: Moderate physical dependence but high Psych dependence

IV: Rx must be written after 5 refills (lower abuse potential)

V: Lowest abuse potential ",
Describe the Classes A-X for psychtropic meds during pregnancy ,"A: no risk

B: adverse findings in animals, not humans

C: Risk not ruled out; benefits outweigh risk

D: Positive risk

X: Contraindicated in Pregnancy ",
"A 26yo single mother of three is admitted to the neurology service w/ complaints of diminished sensation in both legs. What psychological defense mechanism could this person be suffering from that is assoc w/ a breakdown of consciousness, memory, sensory or motor behavior? ",Dissociation ,
"Definition:

Fear that one's penis is shrinking ",Koro ,
"Definition:

Another name for Voyerism ",Scopophilia ,
"Dx:

Overt compliance by subbordinates masking covert resistance or hostility ",Passive-Aggressive ,
"What meds are useful in reducing aggressive behavior in Antisocial Personality Disorder?
(3) ","1. SSRI

2. Mood Stabilizers

3. Propranolol ",
what is the best behavior therapy for Antisocial Personality Disorder? ,"Socially-based Interventions
(group therapy) ",
What are the (2) Antisocial Personality Disorder defense mechanisms? ,"1. Acting Out

2. Projective Identification ",
What diagnostic test can be used to confirm a clinical impression of Antisocial Personality Disorder? ,"Electroencephalogram (EEG)

(shows soft neurological signs suggestive of minimal brain damage that occurred in childhood) ",
"A 39yo man w/ antisocial personality disorder, incarcerated for murdering a man, has a multitude of medical complaints over the course of several years. Yearly physicals never show anything wrong with him, yet he complains of a variety of aches and pains, neurological symptoms and GI distress. He does not enjoy the time he spends in the jail infirmary.
Dx? ","Somatization Disorder

(development becomes more common in patients w/ APD as they grow older) ",
"A 15yo girl who has a diagnosis of major depression with suicide attempt is treated for this and seems to respond well. Her parents report that for years now she is constantly worried that the cameras in the doctor's office are recording her and she believes that she is being stalked by several boys at her school.
Dx?
Tx? ","Dx: Schizoaffective Disorder

(Schizophrenia Sx are predominant, w/ depression during the schizophrenic episodes)

Tx: Antipsychotic
(if ineffective, add a SSRI) ",
"A 40yo w/ Schizoaffective disorder has been hospitalized for the third time in 5 years. During each episode he becomes non-compliant in taking his meds, develops acute manic Sx and hallucinations and then becomes violent. The patient is prescribed a mood stabilizer and an antipsychotic.
What other medication may be helpful for his acute mania? ","Lorazepam (or Clonazepam)

(both have been shown to be effective adjunctive Tx for acute mania both in patients with schizoaffective disorder and bipolar disorder) ",
what is the key to diagnosing Schizoaffective disorder? ,"the psychotic episodes occur during the mood episodes
(but the mood symptoms do not always occur during the psychotic episodes) ",
"A 24yo woman has olfactory hallucinations several times a week for the past month. She smells burning rubber and rotting flesh. Her friends report seeing her ""staring off into space,"" although she is unaware of this behavior. She has no other psychiatric symptoms. She has a history of a concussion resulting from a car accident 1 year previously.
Dx?
How is it coded?
Tx? (2 together) ","Dx: Psychosis caused by a General Medical Condition
(Seizure disorder)

Coded:
""Psychosis secondary to a general medical disorder"" in Axis I
""Seizure disorder"" in Axis III

Tx:
1. Underlying problem
2. Antipsychotics for psychosis ",
"(3) main drug treatments for ADHD
(and AE of each) ","1. Methylphenidate (tics)

2. Atomoxetine (sedation)

3. Pemoline (hepatotoxicity) ",
"What drug treats the autonomic symptoms of opioid withdrawal such as HTN, tachycardia, sweating, lacrimation and rhinorrhea? ",Clonidine ,
"Tx in Pain Disorder
(3 together) ","1. Validate pain and explain psychological factors

2. consider SSRI

3. referral to pain clinic ",
"Acute Stress d/o is diagnosed in a 32yo woman who witnessed her fiancee being shot to death in a robbery attempt. She has difficulty sleeping and feels she is not emotionally attached to anything around her. She also has repetitive flashbacks of the event.
What med might help her over the short term? ","Zolpidem

(a hypnotic for the insomnia) ",
A 42yo woman is determined to kick her heroin habit at home without use of methadone or any prescription drugs. What over-the-counter medication is most likely to be of benefit to the patient as she goes through opioid withdrawal? ,"Acetaminophen

(to relieve the muscle cramps assoc w/ withdrawal) ",
(5)* signs of opioid withdrawal ,"SLUMP:

Salivation / Sweating;

Lacrimation;

Urination / Defication;

Muscle cramps;

Piloerection ",SLUMP 
"In a patient with Pain Disorder who suffers from headaches that are ""unbearable"", what is the suggested treatment? ","Biofeedback and Relaxation techniques

(analgesics are not helpful in these patients and addicting meds should be avoided) ",
"What type mood disorder specifier is Anhedonia, diurnal variation and early morning wakening? ",Melancholic features ,
what is a neurophysical effect of Autism? ,Rapid brain growth ,
"What gene and allele is a risk for Alzheimer's Dz?

What does it do? ","APOE gene 4 allele

Decreases the clearance of A-beta 42 amyloid
(not increases production) ",
"What medication increases the levels of Lithium?
(2)

What decreases the levels?

What hormone does it affect? ","Increases: 
1. Thiazide Diuretics
2. NSAIDs

Decreases:
other Diuretics

affects: Thyroid Hormone (decreases) ",
"Adverse effects of this atypical antipsychotic include: 
sedation, increased appetite, tachycardia and hyperlipidemia. ","Clozapine

(also Agranulocytosis) ",
"Adverse effects of this antipsychotic include:
sedation, increased appetite, possible hyperlipidemia and arrhythmias ",Haloperidol ,
"Portion of the brain:

processes info to establish and maintain new and longer lasting memories ",Medial Temporal region ,
"Portion of the brain:

involved in ambiguous learning situations such as gambling ",Orbitofrontal Cortex ,
"Portion of the brain:

involved in Working memory, which allows one to keep several ideas in the mind at once ",Prefrontal Cortex ,
"Drug class with following action on 5-HT receptors:

downregulation of terminal 5-HT 1b autoreceptors after long administration ",SSRI ,
"Drug class with following action on 5-HT receptors:

increases responsiveness of postsynaptic 5-HT 1a receptors ",TCAs ,
"Drug class with following action on 5-HT receptors:

decreased responsiveness of 5-HT 1a receptors ",MAOIs ,
what occurs physiologically to the hematological system with stress? ,Platelet aggregation increases ,
What is the adverse effect if mixing a SSRI and an Antispasmotic for IBS? ,Sedation ,
what atypical antipsychotic is most commonly associated w/ elevated lipids and diabetes? ,"Olanzapine

(also weight gain) ",
what additional diagnosis is a risk factor of developing Tardive Dyskinesia in those treated for schizophrenia? ,Mood disorders ,
MOA of Disulfiram ,Acetalydehyde metabolism inhibitor ,
What antipsychotic has the highest risk for QTc cardiac conduction prolongation? ,Ziprasidone ,
MOA of Amantidine ,"Releases Dopamine

(in substantia nigra, causing antiparkinson effects) ",
"MOA of Donepezil

Use? ","Anticholinesterase inhibitor

Use: Mild Dementia ",
MOA of Haloperidol ,Block Post-synaptic Dopamine receptors ,
Anticholinergic agent used to treat primary and medication-induced Parkinsonism ,Trihexyphenidyl ,
First line of Tx for Post traumatic Stress Disorder ,SSRI ,
low levels of what NT are shown to be assoc w/ impulsiveness and aggression? ,Serotonin ,
what is a common comorbid disorder with Bulimia? ,Kleptomania ,
"a 40yo businessman states that over the past 2 years he has had trouble staying awake for more then 2 hours before falling asleep. He has a hard time sleeping through the night. Meanwhile his work is suffering.
Dx?
Tx? (3 possible drugs) ","Dx: Primary Insomnia

Tx:
1. Zolpidem (Ambien)
2. Zaleplon (Sonata)
2. Trazodone (Desyrel) ",
another name for Sleepwalking disorder ,Somnambulism ,
"what NT enhances libido?

what NT inhibits libido? ","Enhances: Dopamine

Inhibits: Serotonin ",
"Dx:

genital pain before, during or after sexual intercourse ",Dyspareunia ,
"Dx:

involuntary muscle contraction of the outer third of the vagina during insertion of the penis or object ",Vaginismus ,
"Conditioning type:

Drugs serve as reinforcers to increase frequency ","Operant conditioning

(behaviors can be learned when followed by positive or negative reinforcement) ",
"Conditioning type:

Drugs play a major role in relapse ","Classical conditioning

(a stimuli evokes a conditioned response) ",
"Behavioral therapy technique:

a patient who is afraid of flying is made to fly on a plane ",Flooding ,
"Behavioral therapy technique:

a patient who is afraid of flying is made to imagine flying ",Implosion ,
"Behavioral therapy technique:

an alcoholic is given Antabuse which makes him ill every time he drinks alcohol

aside from addicitions, what else is this therapy used to treat? ","Aversion therapy

also Tx: Paraphilias
(necrophilia, S&M, etc) ",
"Aside from Depression, what other disorders use SSRIs as the first drug treatment?
(10)* ","A Bad PMS In A PP Organ:

Anorexia,
Body Dysmorphic Disorder,
Panic Disorder,
Migraines,
Social Phobia,
IBS,
Autism,
PTSD,
Premenstrual Dysphoric d/o,
OCD ",A Bad PMS In A PP Organ 
"Aside from Depression, what other disorders use TCAs as a main treatment?
(3) ","Enuresis,

Neuropathic Pain,

Insomnia ",
Most life-threatening adverse effect of TCA ,Orthostatic Hypotension ,
What is the first step when suspecting serotonin syndrome? ,Discontinue Medication ,
"MOA of Mirtazepine

common AE? ","NASA: NE and Serotonin Antagonist

common AE: Weight Gain ",
"What drugs cause Anti-HAM effects?
(2) ","Antipsychotics,

TCAs

(anti-HAM = antiHistamine - sedation; antiAdrenergic - Hypotension; antiMuscarinic - dry mouth, blurred vision, urinary retention) ",
What can be used in a patient w/ Generalized Anxiety Disorder if he is an alcoholic w/ HTN? ,"Buspirone

(Benzos are contraindicated in alcoholics and Venlafaxine is contraindicated in HTN patients) ",
what are the (3) main uses of Benzodiazepines? ,"PIA:

Panic Attacks / Anxiety,
Insomnia,
Alcohol withdrawal/detox ",
difference between Dystonia and Tardive Dyskinesia symptoms around the head? ,"Dystonia:
sustained Contraction of muscles of neck and tongue

TD:
Choreoathetoid (writhing) movements of mouth and tongue ",
what (2) atypical antipsychotics also have FDA approval for Tx of Mania? ,"Quetiapine,

Ziprasidone ",
"a 20yo woman comes to see you because her mother says she isnt herself. The patient is dressed in brightly colored clothing and has worn a large amount of makeup for the past 3 weeks. She acts overtly seductive toward her colleagues at work, is more distractible and is easily irritated. She also sleeps less, claiming she no longer needs the sleep.
Dx? ","Bipolar D/o, Mania ",
What is a good behavioral treatment for insomnia? ,"Deconditioning

(using the bed only for sleep; get up if not able to sleep in a short period of time) ",
(3) meds used to reduce Sx of flashbacks ,"CVC:

1. Clonazepam
2. Valproic Acid
3. Carbamazepine ",
What pathology would be most important to rule out before starting treatment of Tourette's disorder? ,"Environmental Allergies

(they have a presentation most resembling Tourette's disorder) ",
What lab test is most helpful in assessing the severity of starvation in anorexia? ,Albumin levels ,
what psychiatric disorder is seen in people with Graves Disease? ,"Generalized Anxiety Disorder

(criteria for GAD are met in up to 60% of those w/ Graves) ",
What are the (2) common defense mechanisms of Avoidant Personality d/o? ,"1. Displacement

2. Projection ",
"A 30yo woman presents with a chief complaint of being unable to finish a project. She had difficulty finishing college in 4 years as well. She is cannot pinpoint what is wrong with her. She has no long-term love relationship, although she would like to have one. Otherwise tha patient has no psychiatric signs or symptoms. She has no psych Hx and her only medical problem is well-controlled HTN. She has no Hx of drug or ETOH use.
Dx?
Tx? ","Dx: Neurosis

(not a DSM-IV Dx, ""trouble working and loving"")

Tx: Insight-oriented Psychotherapy ",
"A 24yo man gets excited about sex but has a problem performing sexually. He can have an erection, but it is not maintained when the time for intercourse occurs. There is nothing physically wrong. He seems to be struggling with abandonment issues with his father.

Tx? ","Tx: Psychodynamic Psychotherapy

(CBT is not likely to elicit the unconscious conflict troubling him) ",
What BT type is best suited for someone with Borderline Personality D/o? ,"Dialectical BT

(patients learn skills to confront and manage the volitile emotions and impulses they are feeling) ",
In what (2) types of psychiatric disorders will you see cognitive thinking? ,"1. Schizophrenia

2. Cognitive d/o (dementia; MR) ",
"Hyperarousal symptoms seen in PTSD are thought to be due to a stress-induced, chronic hyperactivity of what area of the brain? ","Locus Ceruleus

(main noradrenergic nucleus of the brain) ",
what nucleus of the brain degenerates in Alzheimers dementia? ,nucleus basalis of Meynert ,
A young woman with a history of cutting states that the act calms her and she feels no pain. Self-injury can have this effect b/c it triggers the release of what? ,"Endorphins

(body's defense mechanism to deal with pain) ",
"After being struck in the head with a bat, a patient's personality changes. What part of the brain was affected? ",Frontal lobes ,
"A little girl who was underweight and hypotonic at infancy is obsessed with food, eats compulsively and at age 4 is already grossly overweight. She is also argumentative, oppositional and rigid. She has a narrow face, almond-shaped eyes and a small mouth.
Dx? ",Prader-Willi syndrome ,
"what NT regulates mood, sleep, pain and aggression?

what nuclei? ","Serotonin

Raphe Nuclei ",
"An elderly man awakes in a state of aggitation. Although he appears that he wants to communicate, he can only state ""See you later"" over and over. The right side of his face droops and he seems to have difficulty moving his right arm. A CAT scan shows a recent brain infarct.
Where is the lesion (specifically)?
What vessel? ","Left Frontal Lobe

(at Broca's area, which presents with nonfluent aphasia and can cause one to repeat)

Middle Cerebral Artery ",
Aggressive behavior is assoc w/ an increase or decrease in what NT? ,Decrease in Serotonin ,
"Where is the brain lesion:

a 22yo woman w/ an inoperable craniopharyngioma has become grossly obese and experiences rapid fluctuation of body temperature. ","Hypothalamus

(expansion of the tumor) ",
"Where is the brain lesion:

an 82yo woman at the late stages of a dementing disorder roams her nursing home touching and licking everything she passes. She is placcid and nothing frightens her. ","Amygdala

(behavior and personality changes including hypersexuality, placcidity and lack of fear = Kluver-Bucy syndrome) ",
"Where is the brain lesion:

a 34yo homeless man w/ a chronic psychiatric d/o hears the voices of angels and believes he is the new savior ","Mesolimbic circuit

(pathway of positive and negative Sx of schizophrenia) ",
"Where is the brain lesion:

a 17yo male cannot remember anything that happened after he had a bout of encephalitis, but he has no difficulty with remote memories ","Hippocampus

(Herpes encephalitis causes bilateral lesions in the hippocampus causing anterograde amnesia and damages the amygdala causing Kluver-Bucy syndrome) ",
A patient is diagnosed w/ Wernicke-Korsakoff's syndrome. What part of the brain is affected? ,"Mammillary bodies

(dependent on Thiamine) ",
"Stimulation of what nucleus reduces appetite?

A dysfunction in this nucleus, causing hyperphagia, is seen in what syndrome?

Which nucleus stimulates appetite?

A dysfunction or ablation of this nucleus can lead to what? ","Reduces eating: Ventromedial nuclei

dysfunction = Prader-willi

Increases eating: Lateral nuclei

dysfunction = fatal Anorexia ",
"A 70yo w/ a dementing d/o dies in a car accident. During the last 5 years his personality changed dramatically. Path exam of the brain shows frontal-temporal atrophy, gliosis of frontal lobe white matter, intracellular inclusions and swollen neurons.
Dx? ",Pick's Disease ,
"A young man smells burnt rubber, then turns his head and upper body to the right, makes chewing movements and fumbles with his clothes. This lasts one minute and he appears dazed.
Dx?
where is the problem? ","Partial Complex Seizure

Location: Temporal lobe ",
What psychiatric disorder is assoc w/ Cushing's syndrome? ,Depression ,
"a 40yo cognitive functions have deteriorated in the past couple years to the point that she needs a nursing home. Since this began she has become depressed, irritated and is prone to aggressive outbursts. She also has irregular, purposeless and asymmetrical movements of her face, limbs and trunk which get worse when she is upset. Her MRI shows atrophy of the caudal nuclei and putamen.
Dx? ",Huntington's Dz ,
"A healthy 62yo male undergoes a corneal transplant. Three months later he is profoundly demented and his EEG shows periodic bursts of electical activity superimposed on a slow background.
Dx? ",Creutzfeldt-Jakob Dz ,
"A 64yo man completely ignores the left side of his body. He also has difficulty with simple calculations.
Where is the lesion? ",Parietal Lobe ,
"What Drug:

A woman who is treated with an antipsychotic develops an uneven pigmentation over her arms, shoulders and face with a trip to the beach ","Chlorpromazine

(side effect of low-potency neuroleptics) ",
"Drug of Choice:

a patient with schizophrenia has multiple relapse due to non-compliance ","Haloperidol decanoate

(injectable medications are effective in decreasing the rate of relapse) ",
what are the (2) atypical antipsychotics that are proven to be useful for the negative symptoms? ,"Clozapine

Olanzepine ",
"Dx:
A delusional disorder that develops in a person who is in a close relationship w/ another person that has a psychotic disorder w/ delusions ",Shared Psychotic diosrder ,
"Dx:

Atrophy of the Caudate ",Huntington's Dz ,
"DOC:

1. Melancholic Depression

2. Atypical Depression ","1. TCAs

2. MAOIs ",
(2) drugs used to Tx hyperarousal Sx of PTSD ,"1. Clonidine (alpha-2-agonist)

2. Beta-blocker ",
What medical condition is commonly confused w/ Conversion disorder? ,Multiple Sclerosis ,
"For a Dx of Hypochondriasis, how long do the Sx need to be present? ",6 months ,
"what medication that helps with anxiety can lead to sexual dysfunction?
(2) ","1. Propanolol

2. SSRI ",
"A 27yo female w/ a Hx of bipolar disorder is admitted to the hospital in a manic state. She is 4 weeks pregnant and refuses to take any medication associated with birth deformities in humans.
Which medication is appropriate? ","Olanzapine

(atypical antipsychotic approved for short-term mania use) ",
"Neuro Dx:

Hippocampal atrophy ",Alzheimer's Dz ,
"Neuro Dx:

Occipital Hypoprofusion ",Lewey Body Dz ,
"A 19-year-old man is brought to the emergency room by his distraught parents, worried about his vomiting and profuse diarrhea. On arrival, his pupils are dilated, his blood pressure is 175/105, and his muscles are twitching. His parents report that these symptoms started two hours earlier. For the past couple of days he has been home-bound due to a sprained ankle and, during this time, he has been increasingly anxious and restless, has been yawning incessantly and has had a runny nose.
Dx? ",Heroin withdrawal ,
